Code,Title,Points1_2019,Points2_2019,Points1_2020,Points2_2020,Points1_2021,Points2_2021
TL891,Mental Health Nursing and Mature Applicants,367,379,378,399.0,440   ,419
TR002,Music,414,473,382,468.0,508   ,477
TR003,History,486,518,456,511.0,552   ,543
TR004,Law,532,552,565,578.0,590  ,589
TR005,Philosophy,391,446,442,476.0,510   ,497
TR006,Psychology,555,577,555,578.0,601  ,590
TR007,Clinical Speech and Language Studies,499,529,529,553.0,564  ,
TR009,Music Education,430,465,420,532.0,496  ,486
TR012,History and Political Science,532,557,552,578.0,,
TR015,"Philosophy, Political Science, Economics and Sociology",566,577,589,601.0,613  ,613
TR016,Deaf Studies                                       ,337,372,329,377.0,389   ,
TR017,Law and Business,576,589,602,613.0,,
TR018,Law and French,532,554,565,589.0,602  ,602
TR019,Law and German,523,555,542,566.0,577   ,567
TR020,Law and Political Science,567,600,601,613.0,,
TR021,Classics  Ancient History and Archaeology          ,377,495,370,434.0,467   ,462
TR022,Early and Modern Irish                             ,347,407,398,451.0,377   ,
TR023,English Studies                                    ,463,511,474,511.0,546   ,541
TR024,European Studies,520,544,530,566.0,566   ,
TR025,Drama and Theatre Studies,489,531,530,581.0,543  ,519
TR028,Ancient and Medieval History and Culture,339,451,342,453.0,498   ,463
TR029,Political Science and Geography,477,500,510,533.0,,
TR031,Mathematics                                        ,566,589,531,589.0,579   ,578
TR032,Engineering,487,520,508,533.0,556   ,555
TR033,Computer Science,465,488,509,545.0,566  ,549
TR034,Management Science and Information Systems Studies ,589,602,613,625.0,625  ,625
TR035,Theoretical Physics,554,601,543,601.0,590   ,589
TR038,Engineering with Management,499,543,532,556.0,589  ,589
TR039,Computer Science  Linguistics and a Language       ,435,498,424,488.0,443   ,
TR040,Middle Eastern and European Languages and Cultures,485,518,466,521.0,520   ,499
TR041,Religion                                           ,347,393,368,418.0,417   ,
TR042,Film                                               ,,,466,498.0,531   ,522
TR043,History of Art and Architecture,,,354,474.0,498   ,486
TR051,Medicine (HPAT required)                           ,730,739,734,745.0,743 ,743
TR052,Dental Science,590,602,613,625.0,625  ,625
TR053,Physiotherapy                                      ,533,544,566,567.0,590  ,
TR054,Occupational Therapy                               ,500,520,533,554.0,578  ,577
TR055,Radiation Therapy                                  ,510,521,543,554.0,577   ,566
TR056,Human Health and Disease                           ,543,565,564,578.0,601  ,
TR060,Biological and Biomedical Sciences,510,542,543,566.0,578  ,577
TR061,Chemical Sciences,488,520,510,532.0,558   ,554
TR062,Geography and Geoscience,435,485,473,499.0,495   ,
TR063,Physical Sciences,498,543,477,531.0,554   ,543
TR064,Environmental Science and Engineering              ,,,,,555   ,
TR072,Pharmacy,555,577,590,613.0,613  ,613
TR080,Global Business,565,577,589,601.0,613  ,
TR081,"Business, Economic and Social Studies (BESS)",518,542,543,565.0,577   ,567
TR082,Computer Science and Business,510,542,555,578.0,,
TR083,Sociology and Social Policy,451,474,478,513.0,,
TR084,Social Studies (Social Work),420,462,462,495.0,497   ,487
TR085,Business Studies and French,509,553,521,543.0,564   ,
TR086,Business Studies and German,474,495,499,518.0,530   ,
TR087,Business Studies and Russian,467,487,456,488.0,487   ,
TR089,Business Studies and Polish,393,434,424,468.0,391   ,
TR090,Business Studies and Spanish,510,543,531,542.0,566   ,
TR091,General Nursing (Meath and St James`s)             ,393,420,429,455.0,462   ,456
TR093,General Nursing (Adelaide School of Nursing)       ,378,409,414,441.0,473  ,
TR095,Mental Health Nursing,358,377,408,430.0,442   ,
TR097,Intellectual Disability Nursing,346,350,378,398.0,412   ,410
TR111,Ancient History and Archaeology/Geography,,,352,429.0,,
TR112,Ancient History and Archaeology/History,,,529,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,337,477.0,,
TR114,Ancient History and Archaeology/Modern Language,,,337,420.0,,
TR117,Ancient History and Archaeology/Religion,,,342,368.0,,
TR166,Classical Civilisation/English Literature,,,496,523.0,,
TR173,Classical Civilisation/History of Art and Architecture,,,335,466.0,,
TR177,Classical Civilisation/Modern Language,,,335,536.0,,
TR179,Classical Civilisation/Philosophy,,,479,518.0,,
TR198,Economics/Geography,,,534,552.0,,
TR202,Economics/History,,,534,566.0,,
TR207,Economics/Mathematics,,,566,601.0,,
TR208,Economics/Modern Language,,,534,578.0,,
TR209,Economics/Philosophy,,,534,576.0,,
TR212,Economics/Sociology,,,534,541.0,,
TR228,Classical Languages/English Literature,,,498,533.0,,
TR231,Classical Languages/History of Art and Architecture,,,349,444.0,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,349,566.0,,
TR239,Classical Languages/Modern Language,,,349,349.0,,
TR262,English Literature/History,,,529,552.0,,
TR263,English Literature/History of Art and Architecture,,,497,533.0,,
TR269,English Literature/Philosophy,,,495,532.0,,
TR272,English Literature/Sociology,,,498,519.0,,
TR276,English Literature/Drama Studies,,,476,530.0,,
TR277,English Literature/Modern Language,,,489,543.0,,
TR311,Film/Drama Studies,,,521,557.0,,
TR312,Film/English Literature,,,521,541.0,,
TR320,Film/Music,,,521,555.0,,
TR322,Geography/History,,,529,555.0,,
TR323,Drama Studies/Modern Language,,,473,551.0,,
TR324,Film/Modern Language,,,521,544.0,,
TR325,Film/History,,,529,625.0,,
TR326,Geography/Modern Language,,,352,440.0,,
TR332,Geography/Sociology,,,496,520.0,,
TR443,History/History of Art and Architecture,,,529,532.0,,
TR447,History/Modern Language,,,529,554.0,,
TR449,History/Philosophy,,,529,543.0,,
TR452,History/Sociology,,,529,534.0,,
TR454,History/Religion,,,529,534.0,,
TR455,History of Art and Architecture/Modern Language,,,334,454.0,,
TR479,History of Art and Architecture/Philosophy,,,485,555.0,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,337,473.0,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,335,543.0,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,529,555.0,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,335,451.0,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,342,,,
TR597,Mathematics/Modern Language,,,566,625.0,,
TR598,Mathematics/Music,,,566,,,
TR599,Mathematics/Philosophy,,,566,589.0,,
TR629,Music/Philosophy,,,499,,,
TR635,Music/Drama Studies,,,473,487.0,,
TR636,Music/Modern Language,,,388,455.0,,
TR638,Music/Religion,,,388,440.0,,
TR639,Philosophy/Modern Language,,,499,613.0,,
TR662,Philosophy/Sociology,,,499,531.0,,
TR663,Religion/Classical Civilisation,,,342,591.0,,
TR664,Religion/English Literature,,,498,565.0,,
TR665,Religion/History of Art and Architecture,,,342,452.0,,
TR666,Religion/Modern Language,,,,,,
TR667,French/Modern Language,,,403,478.0,,
TR668,German/Modern Language,,,389,465.0,,
TR669,Irish/Modern Language,,,368,473.0,,
TR670,Italian/Modern Language,,,381,466.0,,
TR671,Russian/Modern Language,,,332,494.0,,
TR672,Spanish/Modern Language,,,336,488.0,,
TR755,Sociology/Drama Studies,,,498,543.0,,
TR756,Sociology/Modern Language,,,495,510.0,,
TR911,Children`s and General Nursing (Integrated),476,487,499,521.0,531  ,
TR913,Midwifery,423,462,473,508.0,521   ,
TU801,Biomedical Design,,,235,381.0,235   ,
TU802,Electrical Services and Energy Management          ,,,300,352.0,309   ,
TU803,Electronic Engineering,,,243,337.0,,
TU804,Engineering (Common Entry with Award options),,,271,338.0,270   ,
TU805,Engineering (General Entry)                        ,,,402,466.0,466   ,465
TU806,Sustainable Energy Engineering,,,262,318.0,,
TU807,Computer Engineering in Mobile Systems             ,,,276,305.0,274   ,
TU808,Engineering Software,,,260,339.0,,
TU809,Mechanical Engineering,,,235,347.0,,
TU810,Mechatronic Engineering                            ,,,271,312.0,271   ,
TU811,Product Design                                     ,,,411,444.0,440   ,434
TU812,"Design,Technology and Innovation",,,270,350.0,278   ,
TU813,Automation Engineering,,,218,339.0,,
TU814,Sustainable Transport Management                   ,,,251,372.0,253   ,253
TU828,Mechanical Engineering (General Entry)             ,,,,,300   ,
TU829,Electronic Engineering (General Entry)             ,,,,,248   ,248
TU831,Architectural Technology,,,410,444.0,423   ,
TU832,Architecture (Suitability Test and Interview),,,622,658.0,644  ,638
TU833,Construction Management                            ,,,367,404.0,396   ,
TU834,Geographic Science                                 ,,,288,357.0,315   ,
TU835,Planning and Environmental Management              ,,,313,349.0,330   ,
TU836,Property Economics (Valuation Surveying)           ,,,401,433.0,411   ,
TU837,Quantity Surveying and Construction Economics,,,385,418.0,413   ,
TU838,Sustainable Timber Technology                      ,,,,,307   ,271
TU851,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,349,419.0,400   ,
TU852,Chemical Sciences with Medicinal Chemistry,,,476,498.0,477   ,
TU854,Science (General Entry)                            ,,,476,495.0,510   ,
TU855,Science with Nanotechnology                        ,,,319,368.0,322   ,
TU856,Computer Science                                   ,,,476,487.0,499   ,
TU857,Computer Science (Infrastructure),,,391,419.0,403   ,
TU858,Computer Science (International)                   ,,,377,424.0,395   ,
TU859,Computing                                          ,,,217,308.0,251   ,
TU860,Computing (Information Technology),,,260,329.0,270   ,
TU861,Computing with Language (French/German/Spanish)    ,,,308,348.0,235   ,235
TU862,Computing with Artificial Intelligence Machine Lea ,,,226,288.0,262   ,
TU863,Digital Forensics and Cyber Security               ,,,280,338.0,282   ,
TU864,DNA and Forensic Analysis                          ,,,390,429.0,500   ,441
TU865,Computing with IT Management,,,226,331.0,235   ,
TU866,Biomedical and Molecular Diagnostics               ,,,487,498.0,522   ,
TU867,Biomedical Science                                 ,,,524,542.0,576   ,566
TU868,Clinical Measurement Science                       ,,,510,520.0,542   ,
TU869,Environmental Health                               ,,,336,375.0,387   ,
TU870,Human Nutrition and Dietetics                      ,,,578,589.0,601  ,
TU871,Optometry                                          ,,,509,530.0,532   ,
TU872,Public Health Nutrition,,,491,512.0,487   ,
TU873,Industrial Mathematics,,,250,392.0,,
TU874,Mathematical Sciences                              ,,,343,407.0,294   ,294
TU875,Pharmaceutical Healthcare                          ,,,400,440.0,451   ,
TU876,Pharmaceutical Science,,,349,391.0,445   ,
TU877,Physics Technology,,,308,373.0,314   ,314
TU878,Physics with Energy and Environment                ,,,331,444.0,339   ,
TU879,Physics with Medical Physics and Bioengineering    ,,,351,403.0,346   ,
TU880,Physics with Data Science                          ,,,,,412   ,
TU881,Food Innovation                                    ,,,318,389.0,309   ,
TU882,Nutraceuticals in Health and Nutrition,,,397,442.0,380   ,
TU901,Business,,,270,307.0,,
TU902,Business (options)                                 ,,,271,359.0,270   ,
TU903,Business and Management,,,463,485.0,477   ,
TU904,Business and Law,,,462,487.0,462   ,
TU905,Economics and Finance                              ,,,465,488.0,460   ,
TU906,Human Resource Management,,,395,414.0,386   ,377
TU907,Logistics and Supply Chain Management              ,,,300,387.0,300   ,
TU908,Management,,,253,337.0,,
TU909,Accounting and Finance,,,285,326.0,,
TU910,Accounting and Finance,,,444,466.0,420   ,
TU911,Accounting and Finance,,,192,319.0,,
TU912,Business Analytics,,,330,366.0,331   ,311
TU913,Business and Information Technology,,,252,299.0,,
TU914,Business Computing                                 ,,,324,366.0,322   ,
TU915,International Business,,,252,302.0,,
TU916,International Business,,,235,337.0,,
TU917,Law (LLB ) with a Language                         ,,,342,433.0,356   ,
TU918,Law (LLB)                                          ,,,451,478.0,463   ,
TU919,Advertising and Marketing Communications           ,,,226,311.0,219   ,
TU920,Digital Marketing                                  ,,,270,318.0,270   ,
TU921,Digital Marketing Technologies,,,234,300.0,230   ,
TU922,Marketing,,,418,443.0,412   ,
TU923,Marketing Management,,,228,318.0,,
TU924,E-Commerce in Retailing,,,307,380.0,307   ,
TU925,Retail and Services Management                     ,,,301,362.0,307   ,
TU932,Business (options)                                 ,,,,,211   ,
TU933,Accounting and Finance (campus options)            ,,,,,251   ,
TU935,Sports Management and Coaching,,,300,347.0,300   ,
TU936,Sports Science and Health,,,391,419.0,484   ,
TU941,Botanical Cuisine,,,249,257.0,311   ,
TU942,Culinary Arts,,,212,340.0,252   ,
TU943,Culinary Entrepreneurship,,,279,357.0,261   ,
TU944,Culinary Science,,,316,379.0,336   ,
TU951,International Hospitality and Tourism Management,,,200,298.0,244   ,
TU952,International Hospitality Management               ,,,306,368.0,309   ,
TU953,Tourism and Digital Marketing,,,290,359.0,308   ,
TU954,Event Management,,,356,404.0,326   ,
TU955,Sports and Leisure Management                      ,,,217,347.0,275   ,
TU961,Commercial Modern Music,,,608,848.0,536  ,536
TU962,Drama (Performance),,,379,500.0,448  ,
TU963,Music,,,416,535.0,364  ,
TU965,International Business and Languages,,,346,413.0,357   ,
TU966,Languages and English Studies,,,434,466.0,,
TU967,Languages and International Tourism,,,326,388.0,298   ,
TU971,Contemporary Visual Culture,,,290,320.0,,
TU972,Creative and Cultural Industries,,,281,369.0,,
TU973,Design - Visual Communication (portfolio)          ,,,717,865.0,700  ,
TU974,Fine Art (portfolio)                               ,,,563,826.0,549  ,
TU975,Interior Design (portfolio)                        ,,,632,879.0,544  ,
TU976,Photography (portfolio)                            ,,,695,926.0,700  ,
TU978,Creative Industries and Visual Culture             ,,,,,299   ,
TU981,Creative Digital Media,,,282,318.0,280   ,
TU982,Creative Digital Media,,,311,352.0,369   ,
TU983,Film and Broadcasting                              ,,,451,484.0,462   ,453
TU984,Game Design,,,381,419.0,414   ,
TU985,Journalism,,,322,377.0,367   ,
TU986,Print Media Technology and Management,,,289,300.0,,
TU989,Early Childhood Care and Education (campus options ,,,,,270   ,
TU991,Applied Social Studies in Social Care,,,325,352.0,326   ,
TU992,Community and Youth Development,,,253,297.0,251   ,
TU993,Early Childhood Care and Education,,,270,311.0,,
TU994,Early Childhood Care and Education,,,230,304.0,,
TU995,Early Childhood Education                          ,,,367,409.0,378   ,
TU996,Social Care                                        ,,,400,419.0,407   ,
TU997,Applied Social Care,,,270,318.0,320   ,
WD001,Applied Computing (options),279,358,260,413.0,270   ,261
WD002,Science (options),302,377,308,388.0,279   ,
WD005,Health Sciences (options),288,347,280,338.0,271   ,
WD006,Exercise Sciences (options),282,337,280,359.0,270   ,
WD007,Engineering (options)                              ,287,382,288,409.0,270   ,270
WD025,Construction Management and Engineering,269,327,269,341.0,262   ,
WD027,Music                                              ,290,317,262,409.0,321  ,
WD048,Business (options)                                 ,278,357,271,371.0,279   ,
WD084,Accounting,307,403,308,411.0,308   ,
WD091,Hospitality Management                             ,210,281,228,310.0,225   ,
WD116,General Nursing                                    ,413,430,422,451.0,446   ,
WD117,Psychiatric Nursing,361,382,366,388.0,415   ,
WD120,Intellectual Disability Nursing,338,359,377,388.0,390   ,
WD134,International Business,289,350,290,362.0,267   ,
WD137,Design (Visual Communications)                     ,253,373,271,351.0,252   ,
WD140,Laws                                               ,290,352,280,367.0,280   ,
WD144,Architecture,283,385,284,359.0,309   ,
WD147,Pharmaceutical Science,298,363,293,390.0,288   ,
WD148,Tourism Marketing,269,338,,,,
WD149,Early Childhood Studies,288,336,271,368.0,,
WD150,Criminal Justice Studies                           ,271,311,270,331.0,280   ,
WD152,Visual Art,253,323,,317.0,243   ,
WD161,Computer Forensics and Security                    ,262,401,255,380.0,270   ,
WD162,Quantity Surveying,260,320,216,306.0,226   ,
WD163,Psychology,390,429,434,473.0,456   ,
WD186,Sports Coaching and Performance                    ,276,327,270,344.0,261   ,
WD187,Social Science                                     ,271,321,272,348.0,276   ,
WD191,Agricultural Science,378,421,377,420.0,377   ,
WD192,Social Care Practice                               ,279,323,270,326.0,271   ,
WD193,Marketing and Digital Media,290,358,271,347.0,279   ,
WD194,Culinary Arts,235,331,217,321.0,237   ,
WD195,Architectural and Building Information Modelling Technology,266,305,279,367.0,279   ,
WD200,Arts (options)                                     ,221,296,,336.0,201   ,201
WD210,Software Systems Development,271,329,279,337.0,260   ,
WD211,Creative Computing,275,322,271,318.0,270   ,
WD212,Recreation and Sport Management,274,311,270,349.0,262   ,
WD230,Mechanical and Manufacturing Engineering,273,348,253,369.0,230   ,230
WD231,Early Childhood Care and Education                 ,,,,,266   ,
WD232,Business Information Systems                       ,,,,,261   ,261   
