X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2020-03-12 00:00:00+00:00,27,70,0.0,1,2020/03/10 00:00:00+00,37.0,28.0,3.0,8.0,,0.0,2.0,0.0,3.0,7.0,6.0,6.0,20.0,17.0,0.0,0.0,3.0,1.0,4.0,9.0,7.0,8.0,46.0,0,0,0,11,3.0,1.0,0.0,4.0,1.0,0.0
-856335.869598373,7036492.39571864,2020-03-13 00:00:00+00:00,20,90,0.0,1,2020/03/11 00:00:00+00,49.0,37.0,5.0,10.0,,0.0,2.0,0.0,5.0,7.0,7.0,9.0,29.0,20.0,0.0,0.0,3.0,1.0,6.0,9.0,9.0,12.0,61.0,0,0,0,12,5.0,2.0,0.0,6.0,2.0,1.0
-856335.869598373,7036492.39571864,2020-03-14 00:00:00+00:00,39,129,1.0,2,2020/03/12 00:00:00+00,78.0,48.0,8.0,14.0,,0.0,2.0,2.0,7.0,10.0,7.0,11.0,45.0,33.0,0.0,0.0,3.0,11.0,11.0,14.0,13.0,15.0,31.0,0,0,0,13,7.0,2.0,0.0,8.0,2.0,1.0
-856335.869598373,7036492.39571864,2020-03-15 00:00:00+00:00,40,169,0.0,2,2020/03/13 00:00:00+00,110.0,56.0,8.0,24.0,,0.0,2.0,3.0,8.0,11.0,8.0,14.0,65.0,45.0,0.0,0.0,4.0,13.0,14.0,20.0,21.0,24.0,49.0,0,0,0,14,7.0,3.0,0.0,8.0,4.0,2.0
-856335.869598373,7036492.39571864,2020-03-16 00:00:00+00:00,54,223,0.0,2,2020/03/14 00:00:00+00,143.0,63.0,12.0,26.0,,0.0,2.0,3.0,8.0,11.0,9.0,15.0,89.0,54.0,0.0,0.0,4.0,16.0,17.0,27.0,27.0,30.0,48.0,0,0,0,15,10.0,4.0,1.0,14.0,5.0,3.0
-856335.869598373,7036492.39571864,2020-03-17 00:00:00+00:00,69,292,0.0,2,2020/03/15 00:00:00+00,170.0,68.0,12.0,34.0,,0.0,2.0,4.0,9.0,11.0,10.0,15.0,105.0,65.0,0.0,0.0,4.0,19.0,23.0,36.0,29.0,34.0,40.0,0,0,0,16,11.0,5.0,1.0,16.0,6.0,3.0
-856335.869598373,7036492.39571864,2020-03-18 00:00:00+00:00,74,366,0.0,2,2020/03/16 00:00:00+00,268.0,93.0,16.0,68.0,,0.0,2.0,7.0,14.0,15.0,12.0,19.0,160.0,108.0,0.0,1.0,4.0,27.0,47.0,62.0,39.0,46.0,41.0,0,0,0,17,13.0,9.0,2.0,21.0,14.0,7.0
-856335.869598373,7036492.39571864,2020-03-19 00:00:00+00:00,191,557,1.0,3,2020/03/17 00:00:00+00,347.0,120.0,18.0,99.0,,1.0,2.0,9.0,18.0,18.0,14.0,23.0,195.0,152.0,0.0,2.0,8.0,37.0,63.0,79.0,48.0,53.0,42.0,0,0,0,18,16.0,16.0,3.0,26.0,23.0,8.0
-856335.869598373,7036492.39571864,2020-03-20 00:00:00+00:00,126,683,0.0,3,2020/03/18 00:00:00+00,431.0,150.0,22.0,124.0,,1.0,2.0,10.0,22.0,20.0,20.0,28.0,245.0,186.0,0.0,2.0,8.0,45.0,77.0,96.0,61.0,67.0,45.0,0,0,0,19,21.0,19.0,7.0,32.0,29.0,14.0
-856335.869598373,7036492.39571864,2020-03-21 00:00:00+00:00,102,785,0.0,3,2020/03/19 00:00:00+00,573.0,182.0,28.0,162.0,,2.0,2.0,10.0,27.0,22.0,27.0,31.0,320.0,253.0,0.0,4.0,9.0,54.0,108.0,120.0,94.0,82.0,46.0,0,0,0,20,23.0,26.0,12.0,39.0,38.0,25.0
-856335.869598373,7036492.39571864,2020-03-22 00:00:00+00:00,121,906,1.0,4,2020/03/20 00:00:00+00,699.0,219.0,35.0,182.0,,2.0,3.0,13.0,30.0,26.0,39.0,37.0,392.0,307.0,0.0,5.0,11.0,60.0,127.0,147.0,130.0,98.0,46.0,0,0,0,21,24.0,30.0,15.0,44.0,48.0,29.0
-856335.869598373,7036492.39571864,2020-03-23 00:00:00+00:00,219,1125,2.0,6,2020/03/21 00:00:00+00,823.0,243.0,41.0,231.0,,2.0,3.0,14.0,34.0,29.0,41.0,40.0,457.0,366.0,0.0,5.0,15.0,66.0,164.0,164.0,157.0,114.0,42.0,0,0,0,22,29.0,33.0,18.0,53.0,52.0,33.0
-856335.869598373,7036492.39571864,2020-03-24 00:00:00+00:00,204,1329,1.0,7,2020/03/22 00:00:00+00,951.0,281.0,50.0,260.0,44.0,2.0,3.0,15.0,38.0,30.0,51.0,45.0,526.0,425.0,0.0,5.0,16.0,74.0,188.0,183.0,189.0,132.0,50.0,0,0,0,23,36.0,40.0,21.0,63.0,64.0,37.0
-856335.869598373,7036492.39571864,2020-03-25 00:00:00+00:00,235,1564,2.0,9,2020/03/23 00:00:00+00,1149.0,316.0,59.0,304.0,63.0,2.0,3.0,16.0,40.0,31.0,57.0,53.0,634.0,515.0,0.0,5.0,19.0,91.0,227.0,213.0,227.0,161.0,46.0,0,0,0,24,43.0,46.0,25.0,83.0,78.0,45.0
-856335.869598373,7036492.39571864,2020-03-26 00:00:00+00:00,255,1819,10.0,19,2020/03/24 00:00:00+00,1369.0,362.0,68.0,341.0,66.0,2.0,3.0,16.0,41.0,33.0,66.0,62.0,747.0,622.0,0.0,8.0,21.0,108.0,264.0,246.0,279.0,193.0,48.0,0,0,0,25,55.0,55.0,29.0,108.0,90.0,52.0
-856335.869598373,7036492.39571864,2020-03-27 00:00:00+00:00,302,2121,3.0,22,2020/03/25 00:00:00+00,1617.0,434.0,77.0,402.0,79.0,3.0,4.0,17.0,46.0,44.0,71.0,73.0,867.0,750.0,0.0,10.0,24.0,120.0,309.0,303.0,316.0,230.0,47.0,0,0,0,26,68.0,69.0,39.0,131.0,108.0,64.0
-856335.869598373,7036492.39571864,2020-03-28 00:00:00+00:00,294,2415,14.0,36,2020/03/26 00:00:00+00,1879.0,524.0,94.0,490.0,91.0,3.0,4.0,19.0,50.0,50.0,88.0,83.0,1002.0,877.0,0.0,14.0,24.0,133.0,357.0,351.0,364.0,266.0,48.0,0,0,0,27,88.0,91.0,48.0,158.0,134.0,76.0
-856335.869598373,7036492.39571864,2020-03-29 00:00:00+00:00,200,2625,10.0,46,2020/03/27 00:00:00+00,2188.0,615.0,112.0,612.0,103.0,4.0,5.0,20.0,59.0,58.0,106.0,97.0,1136.0,1052.0,0.0,15.0,27.0,152.0,406.0,414.0,428.0,309.0,47.0,0,0,0,28,107.0,107.0,52.0,191.0,160.0,84.0
-856335.869598373,7036492.39571864,2020-03-30 00:00:00+00:00,295,2910,8.0,54,2020/03/28 00:00:00+00,2446.0,703.0,125.0,679.0,111.0,4.0,5.0,22.0,66.0,68.0,115.0,112.0,1240.0,1206.0,0.0,15.0,27.0,168.0,446.0,463.0,463.0,356.0,50.0,0,0,0,29,114.0,133.0,63.0,209.0,197.0,99.0
-856335.869598373,7036492.39571864,2020-03-31 00:00:00+00:00,325,3235,17.0,71,2020/03/29 00:00:00+00,2640.0,759.0,136.0,757.0,118.0,5.0,5.0,22.0,67.0,70.0,126.0,122.0,1318.0,1322.0,0.0,17.0,28.0,175.0,474.0,495.0,499.0,394.0,50.0,0,0,0,30,124.0,144.0,73.0,228.0,211.0,116.0
-856335.869598373,7036492.39571864,2020-04-01 00:00:00+00:00,212,3447,14.0,85,2020/03/30 00:00:00+00,2943.0,859.0,149.0,848.0,134.0,6.0,5.0,25.0,71.0,77.0,140.0,136.0,1450.0,1493.0,0.0,19.0,28.0,190.0,513.0,541.0,553.0,436.0,54.0,0,0,0,31,143.0,173.0,82.0,260.0,260.0,140.0
-856335.869598373,7036492.39571864,2020-04-02 00:00:00+00:00,402,3849,13.0,99,2020/03/31 00:00:00+00,3233.0,940.0,164.0,961.0,160.0,6.0,5.0,27.0,76.0,86.0,152.0,148.0,1568.0,1665.0,0.0,19.0,29.0,211.0,558.0,607.0,603.0,475.0,47.0,0,0,0,32,156.0,193.0,90.0,281.0,290.0,156.0
-856335.869598373,7036492.39571864,2020-04-03 00:00:00+00:00,424,4273,22.0,120,2020/04/01 00:00:00+00,3599.0,1059.0,182.0,1113.0,171.0,6.0,5.0,30.0,81.0,101.0,165.0,166.0,1745.0,1854.0,0.0,20.0,29.0,229.0,612.0,675.0,685.0,530.0,49.0,0,0,0,33,182.0,219.0,103.0,317.0,322.0,176.0
-856335.869598373,7036492.39571864,2020-04-04 00:00:00+00:00,331,4604,17.0,137,2020/04/02 00:00:00+00,3959.0,1150.0,197.0,1263.0,206.0,6.0,5.0,31.0,83.0,106.0,182.0,180.0,1896.0,2063.0,0.0,21.0,32.0,249.0,670.0,742.0,759.0,577.0,49.0,0,0,0,34,199.0,243.0,114.0,347.0,358.0,200.0
-856335.869598373,7036492.39571864,2020-04-05 00:00:00+00:00,390,4994,21.0,158,2020/04/03 00:00:00+00,4386.0,1253.0,211.0,1420.0,236.0,7.0,5.0,31.0,89.0,112.0,191.0,197.0,2065.0,2321.0,0.0,24.0,34.0,264.0,739.0,799.0,823.0,640.0,55.0,0,0,0,35,219.0,264.0,137.0,396.0,406.0,257.0
-856335.869598373,7036492.39571864,2020-04-06 00:00:00+00:00,748,5859,16.0,174,2020/04/04 00:00:00+00,4849.0,1348.0,217.0,1628.0,260.0,7.0,5.0,31.0,96.0,119.0,202.0,208.0,2226.0,2623.0,0.0,24.0,35.0,281.0,808.0,892.0,901.0,688.0,51.0,0,0,0,36,239.0,292.0,148.0,438.0,468.0,308.0
-856335.869598373,7036492.39571864,2020-04-07 00:00:00+00:00,365,6224,36.0,210,2020/04/05 00:00:00+00,5525.0,1423.0,226.0,1787.0,270.0,7.0,5.0,31.0,100.0,126.0,212.0,221.0,2580.0,2945.0,0.0,30.0,38.0,341.0,935.0,1037.0,1040.0,786.0,44.0,0,0,0,37,252.0,312.0,156.0,481.0,506.0,325.0
-856335.869598373,7036492.39571864,2020-04-08 00:00:00+00:00,464,6688,25.0,235,2020/04/06 00:00:00+00,5910.0,1518.0,239.0,1900.0,299.0,7.0,5.0,31.0,103.0,133.0,230.0,234.0,2751.0,3159.0,0.0,30.0,41.0,358.0,997.0,1104.0,1109.0,837.0,52.0,0,0,0,38,272.0,327.0,175.0,520.0,546.0,362.0
-856335.869598373,7036492.39571864,2020-04-09 00:00:00+00:00,705,7393,28.0,263,2020/04/07 00:00:00+00,6374.0,1571.0,247.0,2122.0,317.0,9.0,5.0,32.0,105.0,135.0,239.0,242.0,2929.0,3445.0,0.0,33.0,43.0,378.0,1089.0,1167.0,1211.0,913.0,49.0,0,0,0,39,279.0,340.0,184.0,546.0,589.0,399.0
-856335.869598373,7036492.39571864,2020-04-10 00:00:00+00:00,696,8089,25.0,287,2020/04/08 00:00:00+00,6987.0,1683.0,267.0,2373.0,339.0,11.0,5.0,33.0,112.0,143.0,255.0,264.0,3190.0,3797.0,0.0,36.0,45.0,416.0,1204.0,1294.0,1328.0,1002.0,46.0,0,0,0,40,296.0,360.0,203.0,587.0,629.0,440.0
-856335.869598373,7036492.39571864,2020-04-11 00:00:00+00:00,553,8928,33.0,320,2020/04/09 00:00:00+00,7685.0,1772.0,279.0,2635.0,356.0,12.0,5.0,35.0,115.0,148.0,261.0,279.0,3463.0,4222.0,0.0,39.0,52.0,464.0,1322.0,1405.0,1465.0,1124.0,49.0,0,0,0,41,318.0,383.0,215.0,648.0,678.0,482.0
-856335.869598373,7036492.39571864,2020-04-12 00:00:00+00:00,430,9655,14.0,334,2020/04/10 00:00:00+00,8390.0,1833.0,290.0,2910.0,382.0,12.0,5.0,38.0,119.0,150.0,272.0,289.0,3762.0,4628.0,0.0,44.0,56.0,518.0,1461.0,1545.0,1593.0,1237.0,45.0,0,0,0,42,324.0,397.0,226.0,684.0,721.0,525.0
-856335.869598373,7036492.39571864,2020-04-13 00:00:00+00:00,527,10647,31.0,365,2020/04/11 00:00:00+00,9359.0,1906.0,299.0,3245.0,401.0,13.0,5.0,38.0,121.0,155.0,282.0,298.0,4207.0,5152.0,0.0,47.0,67.0,585.0,1628.0,1737.0,1792.0,1396.0,46.0,0,0,0,43,344.0,413.0,236.0,762.0,771.0,567.0
-856335.869598373,7036492.39571864,2020-04-14 00:00:00+00:00,548,11478,41.0,406,2020/04/12 00:00:00+00,10252.0,1963.0,307.0,3481.0,408.0,13.0,5.0,39.0,125.0,161.0,289.0,305.0,4595.0,5657.0,0.0,54.0,80.0,664.0,1786.0,1905.0,1961.0,1508.0,46.0,0,0,0,44,347.0,428.0,250.0,811.0,843.0,633.0
-856335.869598373,7036492.39571864,2020-04-15 00:00:00+00:00,657,12547,38.0,444,2020/04/13 00:00:00+00,11118.0,2021.0,311.0,3672.0,413.0,14.0,5.0,39.0,127.0,169.0,299.0,308.0,4992.0,6126.0,0.0,59.0,94.0,727.0,1927.0,2059.0,2132.0,1621.0,48.0,0,0,0,45,359.0,444.0,256.0,874.0,911.0,707.0
-856335.869598373,7036492.39571864,2020-04-16 00:00:00+00:00,629,13271,43.0,486,2020/04/14 00:00:00+00,12248.0,2083.0,316.0,3928.0,425.0,14.0,5.0,40.0,129.0,172.0,304.0,318.0,5492.0,6756.0,0.0,70.0,122.0,798.0,2119.0,2285.0,2362.0,1782.0,46.0,0,0,0,46,373.0,457.0,270.0,946.0,971.0,786.0
-856335.869598373,7036492.39571864,2020-04-17 00:00:00+00:00,597,13980,44.0,530,2020/04/15 00:00:00+00,12828.0,2140.0,324.0,4138.0,436.0,14.0,6.0,42.0,132.0,179.0,309.0,326.0,5731.0,7097.0,0.0,70.0,134.0,835.0,2202.0,2384.0,2467.0,1875.0,50.0,0,0,0,47,383.0,470.0,278.0,986.0,1022.0,845.0
-856335.869598373,7036492.39571864,2020-04-18 00:00:00+00:00,630,14758,41.0,571,2020/04/16 00:00:00+00,13549.0,2233.0,332.0,4412.0,454.0,14.0,7.0,44.0,136.0,184.0,323.0,340.0,6004.0,7545.0,0.0,75.0,140.0,882.0,2300.0,2490.0,2624.0,1982.0,51.0,0,0,0,48,408.0,489.0,287.0,1045.0,1089.0,914.0
-856335.869598373,7036492.39571864,2020-04-19 00:00:00+00:00,445,15251,39.0,610,2020/04/17 00:00:00+00,14402.0,2301.0,338.0,4683.0,472.0,14.0,8.0,47.0,140.0,188.0,332.0,352.0,6354.0,8048.0,0.0,77.0,152.0,943.0,2440.0,2628.0,2789.0,2092.0,49.0,0,0,0,49,424.0,498.0,297.0,1109.0,1166.0,997.0
-856335.869598373,7036492.39571864,2020-04-20 00:00:00+00:00,401,15652,77.0,687,2020/04/18 00:00:00+00,14957.0,2338.0,339.0,4872.0,478.0,14.0,8.0,48.0,144.0,191.0,335.0,356.0,6548.0,8409.0,0.0,81.0,159.0,989.0,2526.0,2710.0,2908.0,2152.0,49.0,0,0,0,50,430.0,509.0,302.0,1145.0,1211.0,1067.0
-856335.869598373,7036492.39571864,2020-04-21 00:00:00+00:00,388,16040,44.0,730,2020/04/19 00:00:00+00,15223.0,2370.0,340.0,4944.0,491.0,14.0,8.0,48.0,145.0,196.0,339.0,356.0,6643.0,8580.0,0.0,81.0,159.0,999.0,2550.0,2746.0,2936.0,2173.0,77.0,0,0,0,51,438.0,517.0,308.0,1165.0,1268.0,1137.0
-856335.869598373,7036492.39571864,2020-04-22 00:00:00+00:00,629,16671,49.0,769,2020/04/20 00:00:00+00,15618.0,2412.0,346.0,5054.0,507.0,14.0,8.0,49.0,147.0,198.0,340.0,365.0,6803.0,8815.0,0.0,85.0,166.0,1029.0,2603.0,2805.0,2998.0,2217.0,53.0,0,0,0,52,445.0,530.0,315.0,1196.0,1309.0,1201.0
-856335.869598373,7036492.39571864,2020-04-23 00:00:00+00:00,936,17607,28.0,794,2020/04/21 00:00:00+00,16128.0,2453.0,354.0,5238.0,522.0,14.0,8.0,49.0,148.0,203.0,344.0,373.0,6977.0,9151.0,0.0,86.0,170.0,1058.0,2667.0,2881.0,3077.0,2271.0,55.0,0,0,0,53,453.0,539.0,321.0,1232.0,1377.0,1300.0
-856335.869598373,7036492.39571864,2020-04-24 00:00:00+00:00,577,18184,37.0,829,2020/04/22 00:00:00+00,17074.0,2508.0,362.0,5566.0,548.0,14.0,8.0,51.0,153.0,210.0,353.0,377.0,7315.0,9759.0,0.0,89.0,173.0,1117.0,2788.0,2990.0,3228.0,2365.0,59.0,0,0,0,54,460.0,558.0,323.0,1303.0,1521.0,1491.0
-856335.869598373,7036492.39571864,2020-04-25 00:00:00+00:00,377,18561,42.0,868,2020/04/23 00:00:00+00,17611.0,2555.0,367.0,5748.0,567.0,14.0,8.0,51.0,153.0,213.0,358.0,384.0,7506.0,10105.0,0.0,90.0,177.0,1149.0,2854.0,3066.0,3298.0,2415.0,58.0,0,0,0,55,469.0,572.0,332.0,1345.0,1617.0,1591.0
-856335.869598373,7036492.39571864,2020-04-26 00:00:00+00:00,701,19262,26.0,1087,2020/04/24 00:00:00+00,18060.0,2597.0,376.0,5929.0,601.0,14.0,8.0,51.0,153.0,216.0,361.0,394.0,7643.0,10417.0,0.0,90.0,180.0,1180.0,2927.0,3128.0,3353.0,2466.0,55.0,0,0,0,56,471.0,584.0,344.0,1370.0,1672.0,1685.0
-856335.869598373,7036492.39571864,2020-04-27 00:00:00+00:00,386,19648,18.0,1102,2020/04/25 00:00:00+00,18724.0,2643.0,379.0,6126.0,604.0,14.0,8.0,52.0,157.0,219.0,369.0,398.0,7906.0,10818.0,0.0,94.0,187.0,1225.0,3018.0,3232.0,3475.0,2517.0,51.0,0,0,0,57,479.0,591.0,355.0,1424.0,1762.0,1781.0
-856335.869598373,7036492.39571864,2020-04-28 00:00:00+00:00,229,19877,45.0,1159,2020/04/26 00:00:00+00,19123.0,2684.0,381.0,6253.0,608.0,14.0,8.0,53.0,157.0,221.0,370.0,406.0,8050.0,11073.0,0.0,95.0,192.0,1258.0,3066.0,3285.0,3524.0,2553.0,57.0,0,0,0,58,482.0,600.0,372.0,1447.0,1821.0,1873.0
-856335.869598373,7036492.39571864,2020-04-29 00:00:00+00:00,376,20253,31.0,1190,2020/04/27 00:00:00+00,19490.0,2722.0,383.0,6383.0,620.0,15.0,8.0,53.0,164.0,225.0,371.0,410.0,8205.0,11285.0,0.0,97.0,196.0,1291.0,3123.0,3348.0,3588.0,2589.0,49.0,0,0,0,59,484.0,613.0,378.0,1460.0,1866.0,1923.0
-856335.869598373,7036492.39571864,2020-04-30 00:00:00+00:00,359,20612,43.0,1232,2020/04/28 00:00:00+00,19856.0,2753.0,386.0,6524.0,630.0,15.0,8.0,53.0,165.0,227.0,376.0,411.0,8335.0,11521.0,0.0,98.0,200.0,1319.0,3174.0,3409.0,3652.0,2633.0,50.0,0,0,0,60,497.0,616.0,384.0,1490.0,1901.0,1971.0
-856335.869598373,7036492.39571864,2020-05-01 00:00:00+00:00,221,20833,34.0,1265,2020/04/29 00:00:00+00,20252.0,2805.0,389.0,6638.0,646.0,16.0,9.0,55.0,169.0,228.0,380.0,416.0,8520.0,11732.0,0.0,100.0,205.0,1357.0,3246.0,3463.0,3707.0,2673.0,50.0,0,0,0,61,507.0,629.0,395.0,1521.0,1948.0,2022.0
-856335.869598373,7036492.39571864,2020-05-02 00:00:00+00:00,343,21176,25.0,1286,2020/04/30 00:00:00+00,20523.0,2826.0,390.0,6730.0,676.0,16.0,9.0,55.0,170.0,228.0,383.0,419.0,8626.0,11897.0,0.0,100.0,206.0,1378.0,3292.0,3507.0,3758.0,2705.0,51.0,0,0,0,62,514.0,632.0,399.0,1540.0,1973.0,2054.0
-856335.869598373,7036492.39571864,2020-05-03 00:00:00+00:00,330,21506,19.0,1303,2020/05/01 00:00:00+00,20874.0,2869.0,392.0,6844.0,694.0,18.0,12.0,56.0,170.0,230.0,391.0,425.0,8780.0,12094.0,0.0,107.0,215.0,1415.0,3352.0,3566.0,3818.0,2743.0,45.0,0,0,0,63,516.0,642.0,408.0,1558.0,2005.0,2085.0
-856335.869598373,7036492.39571864,2020-05-04 00:00:00+00:00,266,21772,16.0,1319,2020/05/02 00:00:00+00,21257.0,2889.0,392.0,6951.0,703.0,18.0,13.0,56.0,172.0,233.0,394.0,427.0,8992.0,12264.0,1.0,109.0,223.0,1458.0,3443.0,3644.0,3879.0,2790.0,40.0,0,0,0,64,518.0,647.0,410.0,1574.0,2021.0,2106.0
-856335.869598373,7036492.39571864,2020-05-05 00:00:00+00:00,211,21983,23.0,1339,2020/05/03 00:00:00+00,21462.0,2912.0,395.0,7008.0,706.0,18.0,14.0,58.0,174.0,237.0,397.0,429.0,9094.0,12367.0,1.0,110.0,230.0,1473.0,3479.0,3690.0,3913.0,2818.0,44.0,0,0,0,65,518.0,652.0,414.0,1585.0,2035.0,2118.0
-856335.869598373,7036492.39571864,2020-05-06 00:00:00+00:00,265,22248,37.0,1375,2020/05/04 00:00:00+00,21711.0,2926.0,397.0,7071.0,710.0,18.0,14.0,59.0,174.0,237.0,400.0,430.0,9225.0,12485.0,1.0,113.0,236.0,1493.0,3537.0,3742.0,3957.0,2841.0,41.0,0,0,0,66,521.0,657.0,415.0,1598.0,2054.0,2129.0
-856335.869598373,7036492.39571864,2020-05-07 00:00:00+00:00,137,22385,29.0,1403,2020/05/05 00:00:00+00,21992.0,2946.0,401.0,7152.0,733.0,18.0,15.0,63.0,174.0,239.0,400.0,433.0,9370.0,12621.0,1.0,116.0,240.0,1529.0,3598.0,3807.0,3999.0,2872.0,39.0,0,0,0,67,524.0,660.0,419.0,1608.0,2067.0,2145.0
-856335.869598373,7036492.39571864,2020-05-08 00:00:00+00:00,156,22541,27.0,1429,2020/05/06 00:00:00+00,22129.0,2968.0,404.0,7212.0,737.0,18.0,17.0,63.0,174.0,239.0,401.0,437.0,9426.0,12701.0,2.0,116.0,242.0,1541.0,3616.0,3829.0,4034.0,2891.0,49.0,0,0,0,68,529.0,666.0,423.0,1617.0,2077.0,2154.0
-856335.869598373,7036492.39571864,2020-05-09 00:00:00+00:00,219,22760,18.0,1446,2020/05/07 00:00:00+00,22315.0,2984.0,404.0,7272.0,746.0,18.0,17.0,63.0,175.0,239.0,402.0,439.0,9504.0,12809.0,2.0,116.0,244.0,1562.0,3653.0,3866.0,4055.0,2913.0,44.0,0,0,0,69,534.0,671.0,425.0,1633.0,2093.0,2168.0
-856335.869598373,7036492.39571864,2020-05-10 00:00:00+00:00,236,22996,12.0,1458,2020/05/08 00:00:00+00,22473.0,3007.0,406.0,7338.0,750.0,18.0,17.0,63.0,177.0,241.0,406.0,440.0,9569.0,12902.0,2.0,118.0,250.0,1576.0,3684.0,3892.0,4077.0,2931.0,45.0,0,0,0,70,539.0,676.0,429.0,1646.0,2110.0,2177.0
-856335.869598373,7036492.39571864,2020-05-11 00:00:00+00:00,139,23135,15.0,1467,2020/05/09 00:00:00+00,22734.0,3024.0,407.0,7454.0,755.0,19.0,17.0,64.0,178.0,241.0,407.0,441.0,9661.0,13071.0,2.0,120.0,257.0,1597.0,3727.0,3943.0,4120.0,2968.0,46.0,0,0,0,71,541.0,682.0,433.0,1662.0,2129.0,2199.0
