,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
new_deaths_per_million,-0.04186631633375776,0.10611505254184445,0.19040529483385252,-0.09131256522271086,0.9999999980092898,0.7298270128218061,-0.041866316489911744,0.10611512258347078,0.19040529927055097,-0.09131253283222499,1.0,0.7298263032496081,-0.13981563473938433,0.6420425261803122,0.6420410133802497,0.6287228835212165,0.6287227629387792,-0.024028304444460687,-0.02402726783839187,-0.032415371144593925,-0.03241524002749329,0.07108443046193143,-0.09834239277246708,-0.09834240251648432,0.0710876740991194,0.0400688998064801,0.04007740388817626,0.40098861955949633,-0.16726108900933392,-0.1621627459031301,-0.17255813904855333,-0.15165979846578254,-0.021573836860561364,-0.10436962044090105,-0.15328642448704866,-0.16216321931028863,-0.17256368823395218,-0.15165706041109595,-0.021540669580065945,-0.15328717478626938,-0.11998965764891431,-0.11996586122530992,0.4084817665955151,,,,,,,,,,,,,,,,-0.014195251518805149,0.005032733155839266,0.06671444019855963,-0.014195251518805145
new_deaths_smoothed_per_million,-0.04202677565233957,0.12973374385914044,0.20638061333657765,-0.09549560049711192,0.7298246717641067,0.9999999945671283,-0.042026776124879435,0.12973381572774487,0.20638060138306313,-0.0954955670341066,0.7298263032496081,1.0,-0.24331677863074083,0.8467106937394133,0.8467102147358294,0.8147895133802895,0.8147894609809617,0.21726207592807623,0.2172607714214719,0.173674672417069,0.1736748675241546,0.03687119155836115,-0.12347461288542713,-0.12347461184899113,0.036868170945946604,0.05374968523083951,0.05376090550200379,0.44152043936786445,-0.21744183826720762,-0.22152267618656168,-0.2354737722832424,-0.20836901058877377,-0.018052224599066066,-0.18547159842579378,-0.20085110925635288,-0.2215235717371119,-0.23547460692213398,-0.208362337083435,-0.018050772883403073,-0.2008543009820736,-0.15877859579680653,-0.15867356167997693,0.5569787852252285,,,,,,,,,,,,,,,,0.051943305146154785,0.0737370417831053,0.20212500268753086,0.05194330514615476
reproduction_rate,-0.04921795312429569,0.17205947214180584,0.08457355695999057,-0.08403513261579558,-0.13981776545336788,-0.24330922256606866,-0.049217953389309635,0.17205942718462636,0.08457364180582727,-0.08403515222476968,-0.13981563473938433,-0.24331677863074083,1.0,-0.16384304125446722,-0.16384340418422932,-0.10631489747373453,-0.1063147225277778,-0.053127915524256636,-0.053125766968961464,-0.009825801774831484,-0.009826039252439392,0.07118711379757886,-0.0046475004813171916,-0.004647470829481904,0.07118049181687959,0.023107166727992557,0.023086323660100255,0.1796299127469494,0.0004011147801672959,0.042238911562124,0.03387816918452285,0.05046915729496754,0.04635641725859633,0.002985351488442568,-0.0017614930847347967,0.04223857460779004,0.03387562935881822,0.05046798034534345,0.04635797757033789,-0.0017595046672111956,-0.02856093523702,-0.028579302262548255,-0.08203921963638633,,,,,,,,,,,,,,,,-0.028466084256643046,0.002930629996086052,-0.06511062472715165,-0.028466084256643036
icu_patients,0.18206217452779333,0.3113941685215573,0.40696195305324584,0.10148924316286563,0.6420425923220674,0.8467068118908035,0.1820621741116853,0.31139424695809254,0.4069619712332474,0.10148926777318636,0.6420425261803122,0.8467106937394133,-0.16384304125446722,1.0,0.9999999996037755,0.9289319701114055,0.9289318586142296,0.24111821858948362,0.241120459765127,0.23161405102787266,0.23161413011740153,0.25036249577212877,0.10483129633374692,0.1048312926231174,0.2503588496634357,0.2852135411649915,0.2852241504356509,0.6053047371616723,-0.3216014541296577,-0.030373318080330308,-0.042817370911602766,-0.01758337503912086,0.013633072956397159,-0.10955348209705427,-0.11970954853795485,-0.03037344423056496,-0.04281697226393844,-0.017575480162384985,0.01361803408140585,-0.11971351482729319,-0.0621452499328273,-0.06202745964467144,0.5425469269826422,,,,,,,,,,,,,,,,0.030294673885910634,0.02193050562251937,0.11763813463611189,0.030294673885910638
icu_patients_per_million,0.18206363320941402,0.31139446527563935,0.4069625410198352,0.1014909383315532,0.642041079589452,0.846706332839991,0.18206363279330712,0.31139454371243475,0.4069625592007094,0.10149096294118347,0.6420410133802497,0.8467102147358294,-0.16384340418422932,0.9999999996037755,1.0,0.9289319319884695,0.9289318204863013,0.24111923892134818,0.24112148008279485,0.23161512819049584,0.2316152072790565,0.25036363796626404,0.10483284843032147,0.10483284472025657,0.25035999191815106,0.28521503952650556,0.28522564907807074,0.6053040053124336,-0.32160230317552957,-0.030372311393632445,-0.042816194580055554,-0.017582607813571145,0.013634002302384015,-0.10955088582519269,-0.11970656454379487,-0.030372437515775026,-0.04281579587215343,-0.017574712868611585,0.013618963068187369,-0.11971053092398946,-0.06214311216983066,-0.06202532247476406,0.542546155343513,,,,,,,,,,,,,,,,0.030296320473727444,0.021932329762753718,0.11763892746625337,0.030296320473727465
hosp_patients,0.062279744935765664,0.39898681474149505,0.515943341836066,-0.04281090649937887,0.6287242998469567,0.8147889333677326,0.062279744294576854,0.3989868664359786,0.5159433558097491,-0.042810868794292425,0.6287228835212165,0.8147895133802895,-0.10631489747373453,0.9289319701114055,0.9289319319884695,1.0,0.9999999999932674,0.22801285661585882,0.2280163342163301,0.25981163762555914,0.2598117043139363,0.23232456911894256,-7.643677704739454e-05,-7.643143136793268e-05,0.23232243473128644,0.2682950603020686,0.26830730642053063,0.652643233083415,-0.3071407130304089,-0.11427156041013366,-0.13278593221750068,-0.09358610243483059,-0.008142065519580374,-0.1851761012924733,-0.20155647867721105,-0.11427149735354215,-0.13278528507355317,-0.09358047359954713,-0.008155419237161041,-0.20155873008095213,-0.1524033413522388,-0.152282377308925,0.5105151364271886,,,,,,,,,,,,,,,,0.010878956477292145,0.01679572646221736,0.10307320491000274,0.010878956477292182
hosp_patients_per_million,0.06227956374667751,0.39898696338881295,0.5159434330626821,-0.04281107191137157,0.628724179262733,0.8147888809410222,0.06227956310548782,0.3989870150834085,0.5159434470361358,-0.042811034206276424,0.6287227629387792,0.8147894609809617,-0.1063147225277778,0.9289318586142296,0.9289318204863013,0.9999999999932674,1.0,0.2280126579288352,0.22801613552650163,0.2598115357077498,0.2598116023956918,0.2323245410672898,-7.661455449547546e-05,-7.660920896796191e-05,0.23232240671287366,0.2682950080644742,0.26830725418901546,0.6526431953466453,-0.30714051451562785,-0.11427174722212634,-0.13278613128671476,-0.09358627979947215,-0.00814204830660979,-0.18517626757359917,-0.20155663988063094,-0.1142716841651369,-0.1327854841362799,-0.09358065098665691,-0.008155401969733352,-0.20155889127196605,-0.1524035265789976,-0.15228256273291887,0.5105151287647097,,,,,,,,,,,,,,,,0.010878816704049847,0.016795607978430275,0.10307323126284253,0.010878816704049811
weekly_icu_admissions,0.08124596004071877,0.08343298249013613,0.11472524046154477,0.0631113858898499,-0.024030169768276714,0.21726419945372805,0.08124595982627267,0.08343303168544125,0.11472521048453022,0.06311140353518094,-0.024028304444460687,0.21726207592807623,-0.053127915524256636,0.24111821858948362,0.24111923892134818,0.22801285661585882,0.2280126579288352,1.0,0.9999999975418453,0.8746524162224822,0.8746525688945201,0.04908669480902985,0.06316301817306239,0.06316301698661604,0.04907894530697927,0.10405939219694033,0.10407648274260639,0.14584431601894035,-0.07985002926236638,0.0016969402201293677,-0.0006869558570338529,0.004821115898723852,-0.0041401158329393475,-0.09176912622004808,-0.01856275177025493,0.0016985885025807743,-0.0006800346890634479,0.004828256524068622,-0.004161081336991239,-0.018564279662418776,-0.00973462498046855,-0.009704430626581436,0.11816430087649887,,,,,,,,,,,,,,,,0.14607779345080646,0.1013651044922863,0.1811186985216923,0.14607779345080651
weekly_icu_admissions_per_million,0.08125151616634858,0.08343949456439638,0.11473446612296698,0.06311459647832073,-0.024029133166611417,0.2172628946017002,0.0812515159519209,0.0834395437602023,0.11473443614845658,0.06311461412696674,-0.02402726783839187,0.2172607714214719,-0.053125766968961464,0.241120459765127,0.24112148008279485,0.2280163342163301,0.22801613552650163,0.9999999975418453,1.0,0.8746614121828696,0.8746615648556522,0.049092326163393776,0.0631687300560234,0.06316872887073367,0.049084576729832574,0.10406674841402103,0.10408383941002806,0.14585191431676772,-0.07985096060844285,0.0017036562661372316,-0.0006807602001498821,0.004828253587529668,-0.004134996100137376,-0.0917675430787706,-0.01856103930488036,0.001705304664411556,-0.0006738389168226166,0.0048353940661236,-0.004155961364111745,-0.018562567177968874,-0.009732996708909014,-0.009702800909881544,0.11815746269578029,,,,,,,,,,,,,,,,0.14607633216952304,0.1013616535734231,0.18111843625281673,0.14607633216952298
weekly_hosp_admissions,0.09700562050218874,0.18972500851045082,0.2200098921270918,0.05872949155724059,-0.03241629045632626,0.1736735089620717,0.09700562022607195,0.18972506978833312,0.2200098814862624,0.05872949614663268,-0.032415371144593925,0.173674672417069,-0.009825801774831484,0.23161405102787266,0.23161512819049584,0.25981163762555914,0.2598115357077498,0.8746524162224822,0.8746614121828696,1.0,0.9999999999852022,0.10251305091633191,0.08544520456306953,0.08544521486487115,0.10250733296808551,0.15511022992364087,0.15512555820537363,0.2122133325974942,-0.09569625727409171,0.04062307646795518,0.03401786819056196,0.047304190525037,0.03436188035940215,-0.0794134763969876,-0.01792045573063138,0.0406257790020706,0.03402593841948193,0.04730896044672095,0.0343334631179546,-0.01791981272625762,-0.023611352483220684,-0.02360713795557844,0.0823583956355542,,,,,,,,,,,,,,,,0.07867705847923626,0.053037314841016314,0.11688964615767278,0.07867705847923598
weekly_hosp_admissions_per_million,0.0970055585428678,0.18972481535067467,0.22000982102418126,0.0587293256798098,-0.03241615934168758,0.17367370406196297,0.09700555826675304,0.18972487662858928,0.22000981038396572,0.058729330269235366,-0.03241524002749329,0.1736748675241546,-0.009826039252439392,0.23161413011740153,0.2316152072790565,0.2598117043139363,0.2598116023956918,0.8746525688945201,0.8746615648556522,0.9999999999852022,1.0,0.10251286889423923,0.08544511193736389,0.08544512223941764,0.10250715094544885,0.15511003878108312,0.15512536709131758,0.21221341424922757,-0.09569593996173723,0.04062309088612047,0.034017863384111106,0.04730420861844634,0.034362150193962666,-0.07941356844576557,-0.01792058091741741,0.04062579341955092,0.034025933636575696,0.04730897852620588,0.034333732802945126,-0.01791993791018485,-0.023611569561187734,-0.023607354879410552,0.08235829992144733,,,,,,,,,,,,,,,,0.07867656239044389,0.05303697044361161,0.1168891922092379,0.07867656239044384
new_tests,0.8187426754278562,0.6519791129375979,0.6776679475133349,0.7902022799437544,0.0710885408942025,0.03686803161337633,0.8187426751863226,0.6519791483430744,0.677667913999912,0.7902023169408037,0.07108443046193143,0.03687119155836115,0.07118711379757886,0.25036249577212877,0.25036363796626404,0.23232456911894256,0.2323245410672898,0.04908669480902985,0.049092326163393776,0.10251305091633191,0.10251286889423923,1.0,0.8282645200088489,0.828264524457994,0.9999999834704266,0.9422042440014545,0.942198392132978,0.4048086319045237,-0.3460862486416719,0.6656081208904296,0.6713868686976636,0.6451527755449722,0.3969629560834492,0.46630086602518744,0.4927632256109179,0.6656073138570554,0.6713857693209054,0.64515053191506,0.3969544904541495,0.4927631798426636,0.3807406609886978,0.38080039617379247,-0.10886472900149537,,,,,,,,,,,,,,,,0.03546949420446929,0.04261164756751701,-0.01630715824964757,0.03546949420446932
total_tests,0.9897189479952458,0.5008337233792841,0.531860195855801,0.9414886957265461,-0.09834103835774449,-0.12347822234381405,0.9897189480385756,0.500833764981008,0.5318601459020237,0.9414887167904781,-0.09834239277246708,-0.12347461288542713,-0.0046475004813171916,0.10483129633374692,0.10483284843032147,-7.643677704739454e-05,-7.661455449547546e-05,0.06316301817306239,0.0631687300560234,0.08544520456306953,0.08544511193736389,0.8282645200088489,1.0,0.9999999999998485,0.8282585747541139,0.8736080365771908,0.8736083366594902,0.2682978515351383,-0.32769552382125516,0.9102429783261295,0.9214222326226542,0.8832836886481445,0.466454153860052,0.6118141494763228,0.6552360704953635,0.9102427190317607,0.921421728989559,0.8832835649458622,0.4664444716916215,0.6552340847904655,0.4745651447087225,0.474622164096046,-0.3386165050508873,,,,,,,,,,,,,,,,0.009229291305341248,0.009027865889855952,-0.02496547725572699,0.009229291305341157
total_tests_per_thousand,0.9897189487310591,0.5008337399279131,0.5318602140472852,0.9414886863614472,-0.09834104810280388,-0.12347822130554943,0.9897189487743889,0.5008337815296057,0.5318601640934765,0.9414887074253918,-0.09834240251648432,-0.12347461184899113,-0.004647470829481904,0.1048312926231174,0.10483284472025657,-7.643143136793268e-05,-7.660920896796191e-05,0.06316301698661604,0.06316872887073367,0.08544521486487115,0.08544512223941764,0.828264524457994,0.9999999999998485,1.0,0.8282585791953112,0.8736080391310661,0.8736083392132549,0.268297867912489,-0.3276955207935402,0.9102429836824835,0.9214222354206396,0.8832836957605196,0.46645418376690456,0.6118141429155521,0.6552360642843441,0.9102427243882674,0.9214217317852337,0.8832835720566722,0.4664445015677616,0.6552340785802031,0.4745651379802386,0.47462215736762486,-0.33861653009640813,,,,,,,,,,,,,,,,0.009229260643914378,0.009027854971889387,-0.024965471429832558,0.00922926064391432
new_tests_per_thousand,0.8187363782879671,0.651977303907002,0.6776638462350549,0.7901957927904592,0.07109178426166132,0.0368650110389811,0.8187363780463907,0.6519773393192894,0.6776638127314172,0.790195829789575,0.0710876740991194,0.036868170945946604,0.07118049181687959,0.2503588496634357,0.25035999191815106,0.23232243473128644,0.23232240671287366,0.04907894530697927,0.049084576729832574,0.10250733296808551,0.10250715094544885,0.9999999834704266,0.8282585747541139,0.8282585791953112,1.0,0.9422018363022826,0.9421959847366206,0.4048000221739418,-0.34609302159032274,0.6656004143450767,0.6713788472052302,0.6451454095394837,0.3969608609314442,0.4662922393699342,0.49275473686048354,0.6655996075386472,0.6713777478187767,0.6451431661019792,0.396952398888488,0.492754691079094,0.38073191834363485,0.3807916475105808,-0.10885796590228562,,,,,,,,,,,,,,,,0.03545333734575231,0.042598517158842775,-0.016312795324678508,0.035453337345752255
new_tests_smoothed,0.8664682126558728,0.655632900370624,0.7142893491612663,0.8386707735977231,0.04007252483816446,0.05374557481471821,0.8664682122936361,0.6556329435558836,0.7142893153829147,0.8386708062922686,0.0400688998064801,0.05374968523083951,0.023107166727992557,0.2852135411649915,0.28521503952650556,0.2682950603020686,0.2682950080644742,0.10405939219694033,0.10406674841402103,0.15511022992364087,0.15511003878108312,0.9422042440014545,0.8736080365771908,0.8736080391310661,0.9422018363022826,1.0,0.9999999810533791,0.42176428096122326,-0.36569198395364105,0.69699714750527,0.704723114401511,0.674456902852325,0.40290756642445774,0.49055894509508435,0.5236375239508536,0.6969969629101859,0.7047226612550809,0.6744560332740124,0.40290770287418026,0.5236367461002579,0.4123526867048576,0.4124341639229997,-0.11175268393966803,,,,,,,,,,,,,,,,0.030374608194752132,0.03963019317904269,-0.0012388169171717296,0.030374608194752073
new_tests_smoothed_per_thousand,0.8664707723727777,0.6556209563107918,0.7142877061752304,0.83867241824453,0.040081028384184404,0.053756795337276043,0.8664707720105599,0.6556209995003567,0.7142876723883772,0.8386724509380962,0.04007740388817626,0.05376090550200379,0.023086323660100255,0.2852241504356509,0.28522564907807074,0.26830730642053063,0.26830725418901546,0.10407648274260639,0.10408383941002806,0.15512555820537363,0.15512536709131758,0.942198392132978,0.8736083366594902,0.8736083392132549,0.9421959847366206,0.9999999810533791,1.0,0.4217566884339595,-0.3656945690223396,0.6969938522379261,0.7047204988212655,0.674452704743747,0.40290859378459815,0.4905578316223216,0.5236358185728353,0.6969936677272411,0.7047200454443031,0.6744518343207354,0.402908729259983,0.5236350409307735,0.41235502930419166,0.41243651876540827,-0.11174946613418545,,,,,,,,,,,,,,,,0.03036275953111733,0.03962347846665666,-0.001248734906729129,0.030362759531117233
positive_rate,0.29740758595274447,0.7222203205287901,0.7904848762176674,0.10297530100894799,0.40099006873494214,0.4415187987342141,0.2974075850513429,0.7222203393214597,0.790484910689035,0.10297536438829258,0.40098861955949633,0.44152043936786445,0.1796299127469494,0.6053047371616723,0.6053040053124336,0.652643233083415,0.6526431953466453,0.14584431601894035,0.14585191431676772,0.2122133325974942,0.21221341424922757,0.4048086319045237,0.2682978515351383,0.268297867912489,0.4048000221739418,0.42176428096122326,0.4217566884339595,1.0,-0.39159742629601996,0.2711912186023046,0.23764743375931474,0.2926933970001096,0.3911319897730507,-0.018425655850991925,-0.022344314935195456,0.2711917320890569,0.23764836130610204,0.2926939760121834,0.39112228560192164,-0.02234411855890133,-0.09286362361683913,-0.09280010665789913,0.21033967871622986,,,,,,,,,,,,,,,,-0.054981607569343026,-0.03967400734511174,0.025659941064590894,-0.05498160756934302
